enhancer_id,chromosome,start_position,end_position,enhancer_type,tissue_context,disease_name,target_gene,transcription_factor
E_01_0223,chr10,67881914,67883914,Enhancer,Musculature | mouse cell of skeletal muscle,Obesity,,SIRT1
E_01_0224,chr12,2956471,2958471,Enhancer,connective,cancer,,TEAD4
E_01_0225,chr16,54280654,54282654,Enhancer,connective | tumor cell,tumour,IRX3,
E_01_0225,chr16,54280654,54282654,Enhancer,connective | tumor cell,tumour,VRK2,
E_01_0226,chr17,39401537,39403537,Enhancer,connective | ear mesenchymal stem cell,Thyroid cancer,,MED1
E_01_0227,chr6,131945597,131947597,Enhancer,connective | melanoma cells,tumour,Sox2,CCN2
E_01_0227,chr6,131945597,131947597,Enhancer,connective | melanoma cells,tumour,Sox2,BRAF
E_01_0227,chr6,131945597,131947597,Enhancer,connective | melanoma cells,tumour,ZFHX4,CCN2
E_01_0227,chr6,131945597,131947597,Enhancer,connective | melanoma cells,tumour,ZFHX4,BRAF
E_01_0228,chr1,173855753,173857753,Enhancer,eye | retinal ganglion cell,glaucoma,ABCA1,GAS5
E_01_0228,chr1,173855753,173857753,Enhancer,eye | retinal ganglion cell,glaucoma,ABCA1,EZH2
E_01_0229,chr6,88136910,88138910,Enhancer,connective | SH-SY5Y (human neuroblastoma cell),Obesity,CNR1,
E_01_0230,chr16,30955158,30957158,Enhancer,Nervous | neural progenitor cell,Schizophrenia,SETD1A,
E_01_0231,chr9,21964977,21966977,Enhancer,blood,cancer,,CDKN2A
E_01_0232,chr12,4365800,4367800,Enhancer,Epithelial | epithelial cell,cancer,FGF23,
E_01_0232,chr12,4365800,4367800,Enhancer,Epithelial | epithelial cell,cancer,CYP24A1,
E_01_0232,chr12,4365800,4367800,Enhancer,Epithelial | epithelial cell,cancer,Cyp27b1,
E_01_0233,chr12,6531857,6533857,Enhancer,connective | mesenchymal stem cell,Obesity,,GAPDH
E_01_0234,chr10,100370073,100372073,Enhancer,liver | HepG2 cell,liver cancer,OLMALINC,
E_01_0235,chr12,7785003,7787003,Enhancer,connective | embryonic stem cell,cancer,NANOG,
E_01_0236,chr17,42697169,42699169,Enhancer,nasopharynx | nasopharyngeal carcinoma cell,Nasopharyngeal carcinoma,EZH1,
E_01_0237,chr5,113018862,113020862,Enhancer,Epithelial | epithelial cell,asthma,MCC,
E_01_0238,chr12,7785776,7787776,Enhancer,connective | cancer cell,cancer,NANOG,
E_01_0239,chr1,170660059,170662059,Enhancer,connective | immune cell,Malignancy,PRRX1,
E_01_0240,chr3,194133931,194135931,Enhancer,blood | T cell,Acute lymphoblastic leukemia,,HES1
E_01_0241,chr3,41191952,41193952,Enhancer,tumour | tumor cell,tumour,,CTNNB1
E_01_0242,chr11,35136216,35138216,Enhancer,lung | adenocarcinoma cell,Lung adenocarcinoma,CD44,
E_01_0243,chr7,148804794,148806794,Enhancer,tumour | Medulloblastoma cell,Medulloblastoma,,EZH2
E_01_0244,chr17,39726151,39728151,Enhancer,prostate | prostate cancer cell,prostatic cancer,MIEN1,
E_01_0244,chr17,39726151,39728151,Enhancer,prostate | prostate cancer cell,prostatic cancer,NDRG1,
E_01_0245,chr8,127733019,127735019,Enhancer,prostate | prostate cancer cell,prostatic cancer,,MYC
E_01_0246,chr20,63192571,63194571,Enhancer,colon | Human colorectal carcinoma cell,Colon cancer,YTHDF1,
E_01_0246,chr20,63192571,63194571,Enhancer,colon | Human colorectal carcinoma cell,Colon cancer,YTHDF3,
E_01_0246,chr20,63192571,63194571,Enhancer,colon | Human colorectal carcinoma cell,Colon cancer,YTHDF2,
E_01_0246,chr20,63192571,63194571,Enhancer,colon | Human colorectal carcinoma cell,Colon cancer,EIF3A,
E_01_0247,chr7,148804077,148806077,Enhancer,tumour | tumor cell,tumour,,EZH2
E_01_0248,chr12,16545165,16547165,Enhancer,connective | 3T3-L1 cell,diabetes,LMO3,
E_01_0249,chr22,41558440,41560440,Enhancer,breast | MCF-7 cell,mammary cancer,CSDC2,
E_01_0250,chr22,15781801,15783801,Enhancer,liver | hepatocellular carcinoma cell,liver cancer,DUXAP8,
E_01_0251,chr1,10633990,10635990,Enhancer,kidney | HEK293 cell,Chronic venous disease,CASZ1,
E_01_0252,chr13,40553093,40555093,Enhancer,connective | cancer cell,cancer,,FOXO1
E_01_0253,chr3,186840138,186842138,Enhancer,Fat | fat cell,,ADIPOQ,
E_01_0255,chr7,55016281,55018281,Enhancer,connective | squamous cell,tumour,,EGFR
E_01_0256,chr11,47463063,47465063,Enhancer,blood | K562 cells,Chronic myeloid leukemia,CELF1,
E_01_0256,chr11,47463063,47465063,Enhancer,blood | K562 cells,Chronic myeloid leukemia,FERMT2,
E_01_0257,chr11,116832779,116834779,Enhancer,Fat | adipose-derived mesenchymal stem cells,Obesity,APOA1,
E_01_0258,chr7,25947403,25949403,Enhancer,connective | mesenchymal stem cell,liver cancer,MIR148A,
E_01_0258,chr7,25947403,25949403,Enhancer,connective | mesenchymal stem cell,liver cancer,SNX10,
E_01_0258,chr7,25947403,25949403,Enhancer,connective | mesenchymal stem cell,liver cancer,CHI3L1,
E_01_0259,chr1,37806934,37808934,Enhancer,breast | breast cancer cell,mammary cancer,MTF1,
E_01_0260,chr12,55963742,55965742,Enhancer,blood | blood mononuclear cells,AIDS,CDK2,
E_01_0260,chr12,55963742,55965742,Enhancer,blood | blood mononuclear cells,AIDS,NEAT1,
E_01_0261,chr9,134027777,134029777,Enhancer,breast | breast cancer cell,mammary cancer,BRD3,
E_01_0262,chr7,148804569,148806569,Enhancer,stomach | gastric cancer cell,gastric cancer,PDCD4,EZH2
E_01_0263,chr16,67559930,67561930,Enhancer,kidney | HEK293T,,,CTCF
E_01_0264,chr7,148804556,148806556,Enhancer,neck | neck squamous cell,cancer,,EZH2
E_01_0264,chr7,148804556,148806556,Enhancer,neck | neck squamous cell,cancer,,STAT3
E_01_0265,chr19,29809345,29811345,Enhancer,blood | B cell,gastric cancer,,CCNE1
E_01_0266,chr6,35570844,35572844,Enhancer,bone | SH‐SY5Y cells,Osteoma,FKBP5,
E_01_0267,chr3,186839743,186841743,Enhancer,Fat | fat cell,,ADIPOQ,
E_01_0268,chr16,67559649,67561649,Enhancer,kidney | HEK293 cell,tumour,GSX2,CTCF
E_01_0268,chr16,67559649,67561649,Enhancer,kidney | HEK293 cell,tumour,GSX2,PDGFRA
E_01_0269,chr21,34785012,34787012,Enhancer,blood | hematopoietic stem cell,leukemia,CCND2,RUNX1
E_01_0270,chr16,86564387,86566387,Enhancer,Epithelial | epithelial cell,,NPHS2,FOXC2
E_01_0270,chr16,86564387,86566387,Enhancer,Epithelial | epithelial cell,,MTHFSD,FOXC2
E_01_0271,chr8,127732403,127734403,Enhancer,blood | T cell,leukemia,,MYC
E_01_0271,chr8,127732403,127734403,Enhancer,blood | T cell,leukemia,,TP53
E_01_0272,chr2,24200308,24202308,Enhancer,Nervous | neuronal cell,,ITSN2,
E_01_0272,chr2,24200308,24202308,Enhancer,Nervous | neuronal cell,,NEDD9,
E_01_0273,chr16,53698982,53700982,Enhancer,connective | mesenchymal stem cell,Obesity,FTO,CUX1
E_01_0273,chr16,53698982,53700982,Enhancer,connective | mesenchymal stem cell,Obesity,RPGRIP1L,CUX1
E_01_0273,chr16,53698982,53700982,Enhancer,connective | mesenchymal stem cell,Obesity,IRX3,CUX1
E_01_0273,chr16,53698982,53700982,Enhancer,connective | mesenchymal stem cell,Obesity,IRX5,CUX1
E_01_0274,chr17,43041465,43043465,Enhancer,E-coli cell,tumour,,BRCA1
E_01_0275,chr11,10302280,10304280,Enhancer,,,ADM,
E_01_0276,chr18,63120882,63122882,Enhancer,blood | B cell,,,BCL2
E_01_0277,chr3,142303842,142305842,Enhancer,choriocarcinoma cells,Villous carcinoma,XRN1,
E_01_0278,chr16,67559926,67561926,Enhancer,prostate | prostate cancer cell,prostatic cancer,PRMT6,CTCF
E_01_0278,chr16,67559926,67561926,Enhancer,prostate | prostate cancer cell,prostatic cancer,PRMT6,FOXA1
E_01_0278,chr16,67559926,67561926,Enhancer,prostate | prostate cancer cell,prostatic cancer,PRMT6,TBX3
E_01_0278,chr16,67559926,67561926,Enhancer,prostate | prostate cancer cell,prostatic cancer,GABRB3,CTCF
E_01_0278,chr16,67559926,67561926,Enhancer,prostate | prostate cancer cell,prostatic cancer,GABRB3,FOXA1
E_01_0278,chr16,67559926,67561926,Enhancer,prostate | prostate cancer cell,prostatic cancer,GABRB3,TBX3
E_01_0279,chr16,67559877,67561877,Enhancer,blood | K562 cell,leukemia,,CTCF
E_01_0280,chr9,21074265,21076265,Enhancer,uterus | HeLa cell,cervical carcinoma,,IFNB1
E_01_0281,chr10,121475640,121477640,Enhancer,bone | MG-63 cell,Osteosarcoma,,FGFR2
E_01_0281,chr10,121475640,121477640,Enhancer,bone | MG-63 cell,Osteosarcoma,,RUNX2
E_01_0281,chr10,121475640,121477640,Enhancer,bone | MG-63 cell,Osteosarcoma,,SMAD4
E_01_0282,chr11,65877171,65879171,Enhancer,connective | immune cell,cancer,CTSW,
E_01_0283,chr6,151653980,151655980,Enhancer,breast | MCF7 cell,mammary cancer,,ESR1
E_01_0284,chrX,119233203,119235203,Enhancer,prostate | prostate cancer cell,prostatic cancer,PGRMC1,
E_01_0286,chr19,46644863,46646863,Enhancer,connective | embryonic cell,,DACT3,
E_01_0287,chr7,18084316,18086316,Enhancer,connective | immune cell,atherosclerosis,HDAC9,
E_01_0288,chr7,55015564,55017564,Enhancer,stomach | gastric cancer cell,gastric cancer,,EGFR
E_01_0289,chr9,6410546,6412546,Enhancer,colon | colon cancer cell,Colon cancer,,UHRF2
E_01_0290,chr7,148803962,148805962,Enhancer,stomach | gastric cancer cell,gastric cancer,,EZH2
E_01_0291,chr17,31933934,31935934,Enhancer,"eukaryotic,HeLa,E. coli Rosetta2 (DE3) pLysS cell",,,SUZ12
E_01_0292,chr4,71738822,71740822,Enhancer,Liver,common metabolic disorders,GC,
E_01_0293,chr10,100732827,100734827,Enhancer,prostate,Prostate cancer,,PAX2
E_01_0294,chr9,21074558,21076558,Enhancer,Epithelial | monocyte cells,,,IFNB1
E_01_0295,chr4,73737463,73739463,Enhancer,Kidney | Human Kidney Proximal Tubule cell,Acute kidney injury,,CXCL8
E_01_0296,chr3,133743339,133745339,Enhancer,Liver,common metabolic disorders,TF,
E_01_0297,chr17,43041963,43043963,Enhancer,Breast | breast cancer cell,mammary cancer,,BRCA1
E_01_0299,chr15,99562775,99564775,Enhancer,lymph | immune cell,mammary cancer,,MEF2A
E_01_0300,chr14,64081786,64083786,Enhancer,lymph | B cell,Autoimmune diseases,,ESR2
E_01_0301,chr13,73052370,73054370,Enhancer,lymph | SW480 cell，CC cell,Colon cancer,KLF5,
E_01_0302,chr11,114255412,114257412,Enhancer,bone,,NNMT,
E_01_0303,chr7,128935299,128937299,Enhancer,Renal,Type 1 diabetes,,IRF5
E_01_0304,chr6,43767278,43769278,Enhancer,endothelial | endothelial cell,,,VEGFA
E_01_0305,chrX,55006658,55008658,Enhancer,blood,anemia,ALAS2,
E_01_0306,chr5,69231799,69233799,Enhancer,bone | chordoma cell,chordoma,CDK7,
E_01_0307,chr1,153387368,153389368,Enhancer,epithelial | TR146 epithelial cell,Infection of mucosal epithelial cells,S100A8,
E_01_0308,chr9,117701433,117703433,Enhancer,blood | peripheral blood mononuclear cell,Periodontal disease,,TLR4
E_01_0309,chr6,137864227,137866227,Enhancer,lymph | peripheral blood mononuclear cell,Periodontal disease,,TNFAIP3
E_01_0310,chr6,11180709,11182709,Enhancer,bladder | bladder cancer cell,Transitional cell carcinoma of the urinary bladder,NEDD9,
E_01_0311,chr11,102517572,102519572,Enhancer,bone | osteosarcoma cell,Osteosarcoma,,MMP7
E_01_0312,chrX,154538337,154540337,Enhancer,bone | B cell， Oc precursor cell,Osteosclerosis,IKBKG,
E_01_0313,chr19,15232704,15234704,Enhancer,liver | HCC cell,liver cancer,,BRD4
E_01_0314,chr16,67560054,67562054,Enhancer,,,,CTCF
E_01_0315,chr16,85896547,85898547,Enhancer,,,,IRF8
E_01_0316,chr19,17400341,17402341,Enhancer,breast | breast cancer cell,mammary cancer,BST2,
E_01_0317,chr14,68785051,68787051,Enhancer,bone | bone marrow cell,Myelofibrosis,ZFP36L1,
E_01_0318,chr12,57092847,57094847,Enhancer,lymph | Th2 cell,,,STAT6
E_01_0319,chr3,11269697,11271697,Enhancer,kidney | endothelial cell,diabetes,ATG7,
E_01_0319,chr3,11269697,11271697,Enhancer,kidney | endothelial cell,diabetes,BNIP3,
E_01_0320,chr9,117701165,117703165,Enhancer,lymph | macrophage,colitis,,TLR4
E_01_0321,chr3,69736856,69738856,Enhancer,kidney | Renal cell,,CDK7,MITF
E_01_0321,chr3,69736856,69738856,Enhancer,kidney | Renal cell,,CDK7,MYC
E_01_0322,chr2,86437792,86439792,Enhancer,lymph | HCT116 cell,colorectal cancer,KDM3A,
E_01_0323,chr22,30922640,30924640,Enhancer,lymph | C2C12 cell,,MORC2,
E_01_0324,chr17,42310283,42312283,Enhancer,tongue | tongue cancer cell，Tca8113 cell,tongue cancer,,STAT3
E_01_0325,chr18,76976527,76978527,Enhancer,lymph,,MBP,
E_01_0326,chr17,7658541,7660541,Enhancer,adipose | IWAT cell,,,TP53
E_01_0327,chr16,86507633,86509633,Enhancer,Lung | IMR-90 ，NHLF cell,Pulmonary hypoplasia,,FOXF1
E_01_0328,chr8,127732390,127734390,Enhancer,brain,Medulloblastoma,,MYC
E_01_0328,chr8,127732390,127734390,Enhancer,brain,Medulloblastoma,,EZH2
E_01_0329,chr13,27957842,27959842,Enhancer,lymph | colon cancer cell,Colon cancer,,CDX2
E_01_0330,chr7,148804584,148806584,Enhancer,prostate | Cancer Stem Cell,prostatic cancer,,EZH2
E_01_0331,chr11,1155242,1157242,Enhancer,Lung | A549 cell,asthma,MUC5AC,
E_01_0332,chr17,48604528,48606528,Enhancer,blood,,,HOXB7
E_01_0333,chr12,95513693,95515693,Enhancer,prostate | prostate cancer cell,prostatic cancer,USP44,
E_01_0334,chr3,190319460,190321460,Enhancer,kidney | COS7 cells,"Familial hypomagnesemia, hypercalciuria, and nephrocalcinosis",CLDN16,
E_01_0335,chr3,128476298,128478298,Enhancer,blood | progenitor cell,Acute myeloid leukemia,,GATA2
E_01_0336,chr17,42310619,42312619,Enhancer,nerve | SH-SY5Y， Jurkat cell,Multiple sclerosis,,STAT3
E_01_0337,chr4,153681347,153683347,Enhancer,prostate | prostate epithelial cell,prostatitis,,TLR2
E_01_0338,chr10,70594223,70596223,Enhancer,colorectum | T cell,Colon neoplasms,,ZNF395
E_01_0339,chr3,181709342,181711342,Enhancer,breast | Cancer Stem Cell,mammary cancer,,SOX2
E_01_0340,chr2,69455371,69457371,Enhancer,HEK293T,,AAK1,
E_01_0341,chr7,148804645,148806645,Enhancer,Hair | Hair Follicle Stem Cell,,,EZH2
E_01_0342,chr19,10130616,10132616,Enhancer,Lung | NSCLC cell,lung cancer,,DNMT1
E_01_0343,chr22,37967907,37969907,Enhancer,nerve | SK-N-SH cell,Schizophrenia,,SOX10
E_01_0344,chr2,144361789,144363789,Enhancer,nerve | neural crest cell,,,ZEB2
E_01_0345,chr20,33672756,33674756,Enhancer,bone | multiple myeloma cell,Multiple myeloma,,E2F1
E_01_0346,chr3,189628751,189630751,Enhancer,breast | T47D cell,mammary cancer,,TP63
E_01_0347,chr7,151553558,151555558,Enhancer,kidney | Caco2 cell,Chronic kidney disease,PRKAG2,
E_01_0348,chr17,72118256,72120256,Enhancer,epithelial | COS7 cells,,,SOX9
E_01_0349,chr14,73133812,73135812,Enhancer,lymph | THP-1 cells,Hidradenitis suppurativa,,PSEN1
E_01_0350,chr7,100799729,100801729,Enhancer,colorectum | SW620 cell,colorectal cancer,EPHB4,
E_01_0351,chr4,121814031,121816031,Enhancer,liver,Hepatocellular carcinoma,CCNA2,
E_01_0352,chr6,84684707,84686707,Enhancer,blood,atherosclerosis,,TBX18
E_01_0353,chr7,19018300,19020300,Enhancer,Epithelial,Epithelial ovarian carcinoma,TWIST2,TWIST1
E_01_0354,chr4,41253337,41255337,Enhancer,ovarian cell,Epithelial Ovarian CancerBased,UCHL1,
E_01_0355,chr7,148804534,148806534,Enhancer,Ovarian,cancer,,EZH2
E_01_0356,chr16,67559978,67561978,Enhancer,epithelial cells,,,CTCF
E_01_0357,chr3,194133551,194135551,Enhancer,,Affects Breast Cancer,,HES1
E_01_0358,chr1,27662995,27664995,Enhancer,Epithelial,,IFI6,
E_01_0359,chr20,50187983,50189983,Enhancer,epithelial cells,nasopharyngeal carcinoma,,CEBPB
E_01_0360,chr17,40306219,40308219,Enhancer,islet cell,type 2 diabetes,,RARA
E_01_0360,chr17,40306219,40308219,Enhancer,islet cell,type 2 diabetes,,YY1
E_01_0361,chr3,133743290,133745290,Enhancer,Epithelial | enterocyte of epithelium of intestinal vi,,TF,
E_01_0362,chr7,148804044,148806044,Enhancer,fat cell,,,EZH2
E_01_0363,chr2,28389918,28391918,Enhancer,connective,,,FOSL2
E_01_0363,chr2,28389918,28391918,Enhancer,connective,,,MYC
E_01_0363,chr2,28389918,28391918,Enhancer,connective,,,RUNX1
E_01_0364,chr12,55722375,55724375,Enhancer,,pancreatic ductal adenocarcinoma,CD63,
E_01_0365,chr17,39401325,39403325,Enhancer,Kidney,epithelial ovarian cancer,NANOG,MED1
E_01_0365,chr17,39401325,39403325,Enhancer,Kidney,epithelial ovarian cancer,NANOG,SOX2
E_01_0365,chr17,39401325,39403325,Enhancer,Kidney,epithelial ovarian cancer,ESPNL,MED1
E_01_0365,chr17,39401325,39403325,Enhancer,Kidney,epithelial ovarian cancer,ESPNL,SOX2
E_01_0366,chr12,52484679,52486679,Enhancer,,rheumatoid arthritis,KRT6A,
E_01_0367,chr19,16322108,16324108,Enhancer,,,,KLF2
E_01_0368,chr3,108040340,108042340,Enhancer,,,,CD47
E_01_0369,chr3,10139527,10141527,Enhancer,,,,VHL
E_01_0370,chr15,99562658,99564658,Enhancer,,,KRT6A,MEF2A
E_01_0371,chr15,99563063,99565063,Enhancer,Cancer,preeclampsia,,MEF2A
E_01_0372,chr16,56426207,56428207,Enhancer,,,NUDT21,EZH2
E_01_0373,chr1,153658951,153660951,Enhancer,,CRC,ILF2,
E_01_0374,chr7,148804532,148806532,Enhancer,,,,EZH2
E_01_0375,chr9,70381888,70383888,Enhancer,Renal cell,Clear cell renal cell carcinoma,,KLF9
E_01_0376,chr3,10138986,10140986,Enhancer,Epithelial | islet cell,type 2 diabetes,,VHL
E_01_0376,chr3,10138986,10140986,Enhancer,Epithelial | islet cell,type 2 diabetes,,EGFR
E_01_0377,chr4,152317572,152319572,Enhancer,Endothelial | endothelial cell,,SIX1,FBXW7
E_01_0377,chr4,152317572,152319572,Enhancer,Endothelial | endothelial cell,,SIX1,EZH2
E_01_0378,chr15,99562918,99564918,Enhancer,Embryonic | embryonic cell,nonsyndromic orofacial clefts,,MEF2A
E_01_0379,chr17,76373734,76375734,Enhancer,Immunohistochem | leukocyte,,SPHK1,
E_01_0380,chr1,153658363,153660363,Enhancer,Epithelial | uterine smooth muscle cell,uterine leiomyomas,ILF2,
E_01_0381,chrX,71115647,71117647,Enhancer,stem cell,,MED12,
E_01_0382,chr3,128476653,128478653,Enhancer,Thyroid | thyroid gland cell,papillary thyroid carcinoma,EPB41L4A,GATA2
E_01_0383,chr7,148804636,148806636,Enhancer,Brain | brain cell,,,EZH2
E_01_0384,chr1,95231641,95233641,Enhancer,,nasopharyngeal carcinoma,RWDD3,
E_01_0385,chrX,67540972,67542972,Enhancer,Immune cells | EwS cell,genomically silent childhood cancer,,AR
E_01_0386,chr16,23675330,23677330,Enhancer,brain cell,,PLK1,
E_01_0387,chr6,1607232,1609232,Enhancer,Epithelial | epithelial cell,,WT1,FOXC1
E_01_0387,chr6,1607232,1609232,Enhancer,Epithelial | epithelial cell,,WT1,FOXC2
E_01_0387,chr6,1607232,1609232,Enhancer,Epithelial | epithelial cell,,LMX1B,FOXC1
E_01_0387,chr6,1607232,1609232,Enhancer,Epithelial | epithelial cell,,LMX1B,FOXC2
E_01_0388,chr16,67559331,67561331,Enhancer,lymphoid | T lymphocyte,leukemia,PRC1,CTCF
E_01_0388,chr16,67559331,67561331,Enhancer,lymphoid | T lymphocyte,leukemia,PRC1,YY1
E_01_0389,chr7,148804605,148806605,Enhancer,Mammary | epithelial cell,mammary cancer,,EZH2
E_01_0390,chr16,87381402,87383402,Enhancer,Liver | monocyte cells,Hepatocellular carcinoma,MAP1LC3B,TNF
E_01_0390,chr16,87381402,87383402,Enhancer,Liver | monocyte cells,Hepatocellular carcinoma,MAP1LC3B,IL1B
E_01_0390,chr16,87381402,87383402,Enhancer,Liver | monocyte cells,Hepatocellular carcinoma,MAP1LC3B,SNAI1
E_01_0391,chr16,53698968,53700968,Enhancer,adipose | fat cell,"Diabetes mellitus, obesity",FTO,CEBPB
E_01_0392,chr21,34784999,34786999,Enhancer,Nervous | neutrophils,Acute myeloid leukemia,NPM1,RUNX1
E_01_0392,chr21,34784999,34786999,Enhancer,Nervous | neutrophils,Acute myeloid leukemia,NPM1,CBFB
E_01_0392,chr21,34784999,34786999,Enhancer,Nervous | neutrophils,Acute myeloid leukemia,NPM1,CEBPA
E_01_0392,chr21,34784999,34786999,Enhancer,Nervous | neutrophils,Acute myeloid leukemia,CSF3R,RUNX1
E_01_0392,chr21,34784999,34786999,Enhancer,Nervous | neutrophils,Acute myeloid leukemia,CSF3R,CBFB
E_01_0392,chr21,34784999,34786999,Enhancer,Nervous | neutrophils,Acute myeloid leukemia,CSF3R,CEBPA
E_01_0393,chr1,45508017,45510017,Enhancer,Epithelial | THP-1,Other,PRDX1,TLR4
E_01_0393,chr1,45508017,45510017,Enhancer,Epithelial | THP-1,Other,TRAF6,TLR4
E_01_0393,chr1,45508017,45510017,Enhancer,Epithelial | THP-1,Other,BECN1,TLR4
E_01_0394,chr8,19898949,19900949,Enhancer,Nervous | mesenchymal stem cell,,,LPL
E_01_0395,chr2,15937740,15939740,Enhancer,NCI-H358,mammary cancer,,MYCN
E_01_0395,chr2,15937740,15939740,Enhancer,NCI-H358,mammary cancer,,APC
E_01_0396,chr10,52311539,52313539,Enhancer,Lung cancer,lung cancer,DKK1,
E_01_0397,chr4,108044908,108046908,Enhancer,Skeletal | LM8-C3H,Osteosarcoma (OS),Cygb,LEF1
E_01_0398,chr3,185640391,185642391,Enhancer,adipose | fat cell,Other,,IGF2BP2
E_01_0399,chr10,22317950,22319950,Enhancer,lymphoid,Childhood acute lymphoblastic leukaemia (all),PIP4K2A,BMI1
E_01_0399,chr10,22317950,22319950,Enhancer,lymphoid,Childhood acute lymphoblastic leukaemia (all),PIP4K2A,MYBL2
E_01_0399,chr10,22317950,22319950,Enhancer,lymphoid,Childhood acute lymphoblastic leukaemia (all),PIP4K2A,RUNX1
E_01_0399,chr10,22317950,22319950,Enhancer,lymphoid,Childhood acute lymphoblastic leukaemia (all),PIP4K2A,ARID5B
E_01_0399,chr10,22317950,22319950,Enhancer,lymphoid,Childhood acute lymphoblastic leukaemia (all),PIP4K2A,IKZF1
E_01_0399,chr10,22317950,22319950,Enhancer,lymphoid,Childhood acute lymphoblastic leukaemia (all),PIP4K2A,CEBPE
